title,body,sentiment,source
California Facing Projected $18B Deficit as Newsom Heads Into His Last Year as Governor,"SACRAMENTO, Calif. (AP) -- California will face a projected $18 billion deficit next year, setting up a challenge for Gov. Gavin Newsom to safeguard some of the progressive policies that have defined his tenure as he considers a presidential run. The nonpartisan Legislative Analyst's Office projected the shortfall in a report released Wednesday.",-0.04313725490196074,U.S. News & World Report
What happens to California's redistricting after Texas' congressional maps were struck down in court?,Gov. Gavin Newsom said California's redistricting was in response to Texas' rare mid-decade redistricting push. That doesn't mean California is turning back after a federal court in Texas blocked the state's recently redrawn congressional map from going into effect for the 2026 midterm elections. Tuesday's court ruling came weeks after California voters formally approved a ballot measure that was introduced to counteract Texas' redistricting -- but lawmakers removed the trigger language from the ballot measure.,0.2,CBS News
Trump's Redistricting War Isn't Going Well,"But it's not looking like such a great idea right now. After moving five Democratic-held seats in Texas into the GOP column, Trump's redistricting campaign has suffered setback after setback as Democrats responded in kind, and some Republican-led states refused Trump's pressure campaign. California Gov. Gavin Newsom, a Democrat, got voters to approve a ballot initiative that counters Texas' gerrymander by adding five Democratic-leaning seats in the state.",0.05098039215686279,HuffPost
What happens to California's redistricting after Texas' congressional maps were struck down in court?,Gov. Gavin Newsom said California's redistricting was in response to Texas' rare mid-decade redistricting push. That doesn't mean California is turning back after a federal court in Texas blocked the state's recently redrawn congressional map from going into effect for the 2026 midterm elections. Tuesday's court ruling came weeks after California voters formally approved a ballot measure that was introduced to counteract Texas' redistricting -- but lawmakers removed the trigger language from the ballot measure.,0.2,CBS News
California awards $100M in tax credits to 9 companies,"This story was originally published on Manufacturing Dive. To receive daily news and insights, subscribe to our free daily Manufacturing Dive newsletter. Dive Brief:

* California Gov. Gavin Newsom announced Monday that the Office of Business and Economic Development awarded $99.9 million in tax credits to nine companies that plan to establish or expand manufacturing operations in the state.",0.4588235294117646,Yahoo! Finance
"FBI intercepts communications of Newsom administration officials, California political players","SACRAMENTO -- Current and former members of Gov. Gavin Newsom's administration were among the dozens of Sacramento insiders who received FBI letters in recent days notifying them that their phone calls, texts or other electronic communications had been intercepted as part of the federal corruption case tied to Dana Williamson and two other longtime Democratic operatives. The notifications are routine in wiretap investigations once surveillance ends, but the letters set off a wave of panic across California's political power structure. The letters are signed by Sacramento Field Office Special Agent in Charge Siddhartha Patel and began arriving in mailboxes from Sacramento to Washington, D.C., last week, according to copies of the communications shared with The Times.",0.03529411764705892,Los Angeles Times
Newsom Takes Trolling To The Next Level With Wild Trump 'Piggy' Images,"Gov. Gavin Newsom (D-Calif.) continued to troll Donald Trump on social media after the president went viral for referring to a reporter as ""piggy.""

""Quiet. Quiet, piggy,"" Trump said on Friday to a seasoned journalist and White House reporter, Catherine Lucey. After the clip spread online, Newsom's official press office X account, with likely the help of AI, posted a series of edited images of Trump.",0.05882352941176472,HuffPost
Billionaire Tom Steyer is running for governor of California,"Billionaire businessman and activist Tom Steyer, who once self-financed an unsuccessful White House campaign and spent his own money advocating for President Donald Trump's impeachment, has launched his bid for California governor as a Democrat. The 68-year-old's tremendous wealth immediately makes him a notable contender in a free-for-all that includes more than a half-dozen Democrats and two Republicans competing in an all-party June primary, with the top two vote-getters advancing to a November general election to succeed term-limited Gov. Gavin Newsom. Steyer announced his candidacy with a pledge to improve economic conditions and by framing his political record as friendly to consumers, working-class voters, and the environment.",0.2470588235294118,New York Post
Tom Steyer is running for California governor as a populist billionaire,"Billionaire businessman and activist Tom Steyer is running for California governor as a Democrat

Billionaire businessman and activist Tom Steyer, who once self-financed an unsuccessful White House campaign and spent his own money advocating for President Donald Trump's impeachment, has launched his bid for California governor as a Democrat. The 68-year-old's tremendous wealth immediately makes him a notable contender in a free-for-all that includes more than a half-dozen Democrats and two Republicans competing in an all-party June primary, with the top two vote-getters advancing to a November general election to succeed term-limited Gov. Gavin Newsom. Steyer announced his candidacy with a pledge to improve economic conditions and by framing his political record as friendly to consumers, working-class voters and the environment.",0.2078431372549019,ABC News
"Tom Steyer mounts California gubernatorial bid, joining crowd of candidates jockeying to succeed Newsom","Fox News Flash top headlines are here. Check out what's clicking on Foxnews.com. Billionaire Democratic mega donor Tom Steyer launched a California gubernatorial bid, throwing his hat into the ring to compete against the crowd of candidates vying to replace current Democratic Gov. Gavin Newsom.",0.1215686274509804,Fox News
